Offset	Sensor Name                                            Value
38626.4	Steering wheel angle                                   -210.0°
38636.3	Steering wheel angle                                   -210.0°
38643.7	Vehicle yaw rate                                       27.64°/s
38643.7	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
38643.7	Vehicle lateral acceleration (+ means left)            3.28m/s²
38646.3	Steering wheel angle                                   -210.0°
38656.2	Steering wheel angle                                   -210.0°
38663.9	Vehicle yaw rate                                       27.81°/s
38663.9	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
38663.9	Vehicle lateral acceleration (+ means left)            3.28m/s²
38666.5	Steering wheel angle                                   -210.0°
38676.3	Steering wheel angle                                   -210.0°
38683.9	Vehicle yaw rate                                       27.81°/s
38683.9	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
38683.9	Vehicle lateral acceleration (+ means left)            3.44m/s²
38686.5	Steering wheel angle                                   -210.0°
38696.6	Steering wheel angle                                   -210.0°
38703.6	Vehicle yaw rate                                       27.64°/s
38703.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
38703.6	Vehicle lateral acceleration (+ means left)            3.44m/s²
38706.3	Steering wheel angle                                   -210.0°
38716.3	Steering wheel angle                                   -210.0°
38723.6	Vehicle yaw rate                                       27.64°/s
38723.6	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
38723.6	Vehicle lateral acceleration (+ means left)            3.6m/s²
38725.1	Displayed vehicle speed                                213.7km/h
38726.3	Steering wheel angle                                   -208.0°
38736.3	Steering wheel angle                                   -208.0°
38744.1	Vehicle yaw rate                                       27.46°/s
38744.1	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38744.1	Vehicle lateral acceleration (+ means left)            3.68m/s²
38746.3	Steering wheel angle                                   -208.0°
38756.2	Steering wheel angle                                   -208.0°
38763.6	Vehicle yaw rate                                       27.46°/s
38763.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38763.6	Vehicle lateral acceleration (+ means left)            3.68m/s²
38766.4	Steering wheel angle                                   -208.0°
38776.3	Steering wheel angle                                   -208.0°
38783.7	Vehicle yaw rate                                       27.29°/s
38783.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
38783.7	Vehicle lateral acceleration (+ means left)            3.76m/s²
38786.4	Steering wheel angle                                   -208.0°
38796.3	Steering wheel angle                                   -208.0°
38803.7	Vehicle yaw rate                                       27.11°/s
38803.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
38803.7	Vehicle lateral acceleration (+ means left)            3.68m/s²
38806.3	Steering wheel angle                                   -208.0°
38816.3	Steering wheel angle                                   -208.0°
38823.7	Vehicle yaw rate                                       27.29°/s
38823.7	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
38823.7	Vehicle lateral acceleration (+ means left)            3.76m/s²
38825.3	Displayed vehicle speed                                290.5km/h
38826.3	Steering wheel angle                                   -208.0°
38836.2	Steering wheel angle                                   -208.0°
38843.8	Vehicle yaw rate                                       27.11°/s
38843.8	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
38843.8	Vehicle lateral acceleration (+ means left)            3.68m/s²
38846.3	Steering wheel angle                                   -208.0°
38856.3	Steering wheel angle                                   -208.0°
38863.9	Vehicle yaw rate                                       27.29°/s
38863.9	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
38863.9	Vehicle lateral acceleration (+ means left)            3.68m/s²
38866.5	Steering wheel angle                                   -208.0°
38876.3	Steering wheel angle                                   -208.0°
38883.6	Vehicle yaw rate                                       27.11°/s
38883.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38883.6	Vehicle lateral acceleration (+ means left)            3.6m/s²
38886.4	Steering wheel angle                                   -208.0°
38896.6	Steering wheel angle                                   -208.0°
38903.7	Vehicle yaw rate                                       26.94°/s
38903.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
38903.7	Vehicle lateral acceleration (+ means left)            3.6m/s²
38906.2	Steering wheel angle                                   -208.0°
38916.3	Steering wheel angle                                   -208.0°
38923.7	Vehicle yaw rate                                       27.11°/s
38923.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38923.7	Vehicle lateral acceleration (+ means left)            3.6m/s²
38926.3	Steering wheel angle                                   -208.0°
38936.3	Steering wheel angle                                   -208.0°
38943.8	Vehicle yaw rate                                       27.11°/s
38943.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38943.8	Vehicle lateral acceleration (+ means left)            3.6m/s²
38946.3	Steering wheel angle                                   -208.0°
38956.3	Steering wheel angle                                   -208.0°
38963.7	Vehicle yaw rate                                       27.11°/s
38963.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
38963.7	Vehicle lateral acceleration (+ means left)            3.44m/s²
38966.4	Steering wheel angle                                   -208.0°
38976.3	Steering wheel angle                                   -208.0°
38983.7	Vehicle yaw rate                                       27.29°/s
38983.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
38983.7	Vehicle lateral acceleration (+ means left)            3.44m/s²
38986.4	Steering wheel angle                                   -208.0°
38996.3	Steering wheel angle                                   -208.0°
39000.0	GPS                                                    52.724415°, 13.226918°
39003.6	Vehicle yaw rate                                       27.29°/s
39003.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39003.6	Vehicle lateral acceleration (+ means left)            3.36m/s²
39006.3	Steering wheel angle                                   -208.0°
39016.3	Steering wheel angle                                   -208.0°
39023.7	Vehicle yaw rate                                       27.46°/s
39023.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
39023.7	Vehicle lateral acceleration (+ means left)            3.36m/s²
39026.3	Steering wheel angle                                   -208.0°
39036.3	Steering wheel angle                                   -208.0°
39043.7	Vehicle yaw rate                                       27.46°/s
39043.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
39043.7	Vehicle lateral acceleration (+ means left)            3.36m/s²
39046.3	Steering wheel angle                                   -208.0°
39046.6	Displayed vehicle speed                                290.5km/h
39056.3	Steering wheel angle                                   -206.0°
39063.8	Vehicle yaw rate                                       27.46°/s
39063.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39063.8	Vehicle lateral acceleration (+ means left)            3.36m/s²
39066.4	Steering wheel angle                                   -206.0°
39076.4	Steering wheel angle                                   -206.0°
39083.6	Vehicle yaw rate                                       27.46°/s
39083.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39083.6	Vehicle lateral acceleration (+ means left)            3.36m/s²
39086.3	Steering wheel angle                                   -206.0°
39096.3	Steering wheel angle                                   -206.0°
39103.6	Vehicle yaw rate                                       27.46°/s
39103.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39103.6	Vehicle lateral acceleration (+ means left)            3.44m/s²
39106.3	Steering wheel angle                                   -206.0°
39116.2	Steering wheel angle                                   -206.0°
39123.6	Vehicle yaw rate                                       27.46°/s
39123.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39123.6	Vehicle lateral acceleration (+ means left)            3.44m/s²
39126.2	Steering wheel angle                                   -206.0°
39136.3	Steering wheel angle                                   -204.0°
39143.7	Vehicle yaw rate                                       27.29°/s
39143.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39143.7	Vehicle lateral acceleration (+ means left)            3.44m/s²
39146.2	Steering wheel angle                                   -204.0°
39146.7	Displayed vehicle speed                                290.5km/h
39156.3	Steering wheel angle                                   -204.0°
39163.5	Vehicle yaw rate                                       27.11°/s
39163.5	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39163.5	Vehicle lateral acceleration (+ means left)            3.44m/s²
39166.2	Steering wheel angle                                   -204.0°
39176.3	Steering wheel angle                                   -204.0°
39183.6	Vehicle yaw rate                                       27.11°/s
39183.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39183.6	Vehicle lateral acceleration (+ means left)            3.44m/s²
39186.4	Steering wheel angle                                   -204.0°
39196.2	Steering wheel angle                                   -204.0°
39203.7	Vehicle yaw rate                                       27.11°/s
39203.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39203.7	Vehicle lateral acceleration (+ means left)            3.6m/s²
39206.3	Steering wheel angle                                   -202.0°
39216.2	Steering wheel angle                                   -202.0°
39223.9	Vehicle yaw rate                                       26.76°/s
39223.9	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39223.9	Vehicle lateral acceleration (+ means left)            3.6m/s²
39226.2	Steering wheel angle                                   -202.0°
39236.2	Steering wheel angle                                   -202.0°
39243.7	Vehicle yaw rate                                       26.59°/s
39243.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39243.7	Vehicle lateral acceleration (+ means left)            3.6m/s²
39246.2	Steering wheel angle                                   -202.0°
39246.9	Displayed vehicle speed                                316.1km/h
39256.2	Steering wheel angle                                   -202.0°
39263.8	Vehicle yaw rate                                       26.59°/s
39263.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39263.8	Vehicle lateral acceleration (+ means left)            3.6m/s²
39266.2	Steering wheel angle                                   -200.0°
39276.4	Steering wheel angle                                   -200.0°
39283.7	Vehicle yaw rate                                       26.59°/s
39283.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39283.7	Vehicle lateral acceleration (+ means left)            3.68m/s²
39286.3	Steering wheel angle                                   -200.0°
39296.2	Steering wheel angle                                   -200.0°
39303.7	Vehicle yaw rate                                       26.41°/s
39303.7	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39303.7	Vehicle lateral acceleration (+ means left)            3.68m/s²
39306.3	Steering wheel angle                                   -200.0°
39316.2	Steering wheel angle                                   -198.0°
39323.9	Vehicle yaw rate                                       26.24°/s
39323.9	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39323.9	Vehicle lateral acceleration (+ means left)            3.68m/s²
39326.2	Steering wheel angle                                   -198.0°
39336.2	Steering wheel angle                                   -198.0°
39343.8	Vehicle yaw rate                                       26.06°/s
39343.8	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39343.8	Vehicle lateral acceleration (+ means left)            3.6m/s²
39346.3	Steering wheel angle                                   -198.0°
39356.2	Steering wheel angle                                   -198.0°
39363.6	Vehicle yaw rate                                       26.06°/s
39363.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39363.6	Vehicle lateral acceleration (+ means left)            3.6m/s²
39365.3	Displayed vehicle speed                                290.5km/h
39366.3	Steering wheel angle                                   -198.0°
39376.2	Steering wheel angle                                   -196.0°
39383.7	Vehicle yaw rate                                       26.06°/s
39383.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39383.7	Vehicle lateral acceleration (+ means left)            3.44m/s²
39386.3	Steering wheel angle                                   -196.0°
39396.2	Steering wheel angle                                   -196.0°
39403.6	Vehicle yaw rate                                       25.89°/s
39403.6	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39403.6	Vehicle lateral acceleration (+ means left)            3.44m/s²
39406.3	Steering wheel angle                                   -196.0°
39416.2	Steering wheel angle                                   -196.0°
39423.5	Vehicle yaw rate                                       25.89°/s
39423.5	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39423.5	Vehicle lateral acceleration (+ means left)            3.36m/s²
39426.2	Steering wheel angle                                   -196.0°
39436.2	Steering wheel angle                                   -196.0°
39443.6	Vehicle yaw rate                                       25.89°/s
39443.6	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39443.6	Vehicle lateral acceleration (+ means left)            3.28m/s²
39446.2	Steering wheel angle                                   -194.0°
39456.2	Steering wheel angle                                   -194.0°
39463.6	Vehicle yaw rate                                       25.89°/s
39463.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39463.6	Vehicle lateral acceleration (+ means left)            3.28m/s²
39466.3	Steering wheel angle                                   -194.0°
39466.9	Displayed vehicle speed                                316.1km/h
39476.4	Steering wheel angle                                   -194.0°
39483.9	Vehicle yaw rate                                       25.89°/s
39483.9	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39483.9	Vehicle lateral acceleration (+ means left)            3.28m/s²
39486.3	Steering wheel angle                                   -192.0°
39496.2	Steering wheel angle                                   -192.0°
39503.8	Vehicle yaw rate                                       25.89°/s
39503.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39503.8	Vehicle lateral acceleration (+ means left)            3.28m/s²
39506.3	Steering wheel angle                                   -192.0°
39516.2	Steering wheel angle                                   -192.0°
39523.7	Vehicle yaw rate                                       25.71°/s
39523.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39523.7	Vehicle lateral acceleration (+ means left)            3.28m/s²
39526.2	Steering wheel angle                                   -192.0°
39536.1	Steering wheel angle                                   -192.0°
39543.7	Vehicle yaw rate                                       25.71°/s
39543.7	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39543.7	Vehicle lateral acceleration (+ means left)            3.28m/s²
39546.1	Steering wheel angle                                   -190.0°
39556.1	Steering wheel angle                                   -190.0°
39563.7	Vehicle yaw rate                                       25.54°/s
39563.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39563.7	Vehicle lateral acceleration (+ means left)            3.28m/s²
39565.3	Displayed vehicle speed                                316.1km/h
39566.3	Steering wheel angle                                   -190.0°
39576.3	Steering wheel angle                                   -190.0°
39584.0	Vehicle yaw rate                                       25.54°/s
39584.0	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39584.0	Vehicle lateral acceleration (+ means left)            3.2m/s²
39586.1	Steering wheel angle                                   -190.0°
39596.2	Steering wheel angle                                   -190.0°
39604.1	Vehicle yaw rate                                       25.36°/s
39604.1	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39604.1	Vehicle lateral acceleration (+ means left)            3.2m/s²
39606.3	Steering wheel angle                                   -190.0°
39616.2	Steering wheel angle                                   -190.0°
39623.9	Vehicle yaw rate                                       25.01°/s
39623.9	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
39623.9	Vehicle lateral acceleration (+ means left)            3.2m/s²
39626.2	Steering wheel angle                                   -190.0°
39636.1	Steering wheel angle                                   -190.0°
39644.0	Vehicle yaw rate                                       24.84°/s
39644.0	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39644.0	Vehicle lateral acceleration (+ means left)            3.2m/s²
39646.2	Steering wheel angle                                   -190.0°
39656.1	Steering wheel angle                                   -190.0°
39664.0	Vehicle yaw rate                                       25.01°/s
39664.0	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39664.0	Vehicle lateral acceleration (+ means left)            3.2m/s²
39665.7	Displayed vehicle speed                                316.1km/h
39666.3	Steering wheel angle                                   -190.0°
39676.2	Steering wheel angle                                   -190.0°
39683.8	Vehicle yaw rate                                       24.84°/s
39683.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39683.8	Vehicle lateral acceleration (+ means left)            3.04m/s²
39686.3	Steering wheel angle                                   -188.0°
39696.1	Steering wheel angle                                   -188.0°
39704.3	Vehicle yaw rate                                       24.66°/s
39704.3	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39704.3	Vehicle lateral acceleration (+ means left)            3.2m/s²
39706.2	Steering wheel angle                                   -188.0°
39716.1	Steering wheel angle                                   -188.0°
39723.8	Vehicle yaw rate                                       24.66°/s
39723.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39723.8	Vehicle lateral acceleration (+ means left)            3.04m/s²
39726.1	Steering wheel angle                                   -188.0°
39736.1	Steering wheel angle                                   -188.0°
39743.9	Vehicle yaw rate                                       24.49°/s
39743.9	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39743.9	Vehicle lateral acceleration (+ means left)            3.2m/s²
39746.1	Steering wheel angle                                   -188.0°
39756.1	Steering wheel angle                                   -188.0°
39764.0	Vehicle yaw rate                                       24.66°/s
39764.0	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39764.0	Vehicle lateral acceleration (+ means left)            3.2m/s²
39766.1	Steering wheel angle                                   -188.0°
39766.7	Displayed vehicle speed                                367.3km/h
39776.3	Steering wheel angle                                   -188.0°
39784.1	Vehicle yaw rate                                       24.66°/s
39784.1	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
39784.1	Vehicle lateral acceleration (+ means left)            3.2m/s²
39786.2	Steering wheel angle                                   -188.0°
39796.1	Steering wheel angle                                   -188.0°
39803.8	Vehicle yaw rate                                       24.66°/s
39803.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39803.8	Vehicle lateral acceleration (+ means left)            3.2m/s²
39806.2	Steering wheel angle                                   -188.0°
39816.1	Steering wheel angle                                   -186.0°
39823.8	Vehicle yaw rate                                       24.84°/s
39823.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39823.8	Vehicle lateral acceleration (+ means left)            3.2m/s²
39826.1	Steering wheel angle                                   -186.0°
39836.1	Steering wheel angle                                   -186.0°
39844.0	Vehicle yaw rate                                       24.66°/s
39844.0	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
39844.0	Vehicle lateral acceleration (+ means left)            3.28m/s²
39846.0	Steering wheel angle                                   -186.0°
39856.0	Steering wheel angle                                   -186.0°
39863.8	Vehicle yaw rate                                       24.66°/s
39863.8	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39863.8	Vehicle lateral acceleration (+ means left)            3.28m/s²
39866.1	Steering wheel angle                                   -186.0°
39866.6	Displayed vehicle speed                                392.9km/h
39876.3	Steering wheel angle                                   -186.0°
39884.1	Vehicle yaw rate                                       24.66°/s
39884.1	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39884.1	Vehicle lateral acceleration (+ means left)            3.36m/s²
39886.1	Steering wheel angle                                   -184.0°
39896.1	Steering wheel angle                                   -184.0°
39903.9	Vehicle yaw rate                                       24.66°/s
39903.9	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
39903.9	Vehicle lateral acceleration (+ means left)            3.36m/s²
39906.1	Steering wheel angle                                   -184.0°
39916.2	Steering wheel angle                                   -184.0°
39923.3	Vehicle yaw rate                                       24.66°/s
39923.3	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
39923.3	Vehicle lateral acceleration (+ means left)            3.36m/s²
39926.1	Steering wheel angle                                   -184.0°
39936.1	Steering wheel angle                                   -184.0°
39943.8	Vehicle yaw rate                                       24.49°/s
39943.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
39943.8	Vehicle lateral acceleration (+ means left)            3.36m/s²
39946.1	Steering wheel angle                                   -184.0°
39956.1	Steering wheel angle                                   -184.0°
39963.3	Vehicle yaw rate                                       24.49°/s
39963.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
39963.3	Vehicle lateral acceleration (+ means left)            3.36m/s²
39966.1	Steering wheel angle                                   -184.0°
39966.8	Displayed vehicle speed                                392.9km/h
39976.1	Steering wheel angle                                   -184.0°
39983.4	Vehicle yaw rate                                       24.49°/s
39983.4	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
39983.4	Vehicle lateral acceleration (+ means left)            3.36m/s²
39986.3	Steering wheel angle                                   -184.0°
39996.1	Steering wheel angle                                   -184.0°
40000.0	GPS                                                    52.724354°, 13.226948°
40003.3	Vehicle yaw rate                                       24.31°/s
40003.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40003.3	Vehicle lateral acceleration (+ means left)            3.28m/s²
40006.1	Steering wheel angle                                   -182.0°
40016.2	Steering wheel angle                                   -182.0°
40023.3	Vehicle yaw rate                                       24.31°/s
40023.3	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40023.3	Vehicle lateral acceleration (+ means left)            3.28m/s²
40026.1	Steering wheel angle                                   -182.0°
40036.1	Steering wheel angle                                   -182.0°
40043.7	Vehicle yaw rate                                       24.14°/s
40043.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40043.7	Vehicle lateral acceleration (+ means left)            3.2m/s²
40046.0	Steering wheel angle                                   -182.0°
40056.1	Steering wheel angle                                   -182.0°
40063.3	Vehicle yaw rate                                       24.14°/s
40063.3	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40063.3	Vehicle lateral acceleration (+ means left)            3.04m/s²
40066.2	Steering wheel angle                                   -182.0°
40066.6	Displayed vehicle speed                                25.6km/h
40076.2	Steering wheel angle                                   -182.0°
40083.4	Vehicle yaw rate                                       24.14°/s
40083.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40083.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40086.3	Steering wheel angle                                   -182.0°
40096.1	Steering wheel angle                                   -182.0°
40103.3	Vehicle yaw rate                                       24.14°/s
40103.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40103.3	Vehicle lateral acceleration (+ means left)            3.04m/s²
40106.1	Steering wheel angle                                   -182.0°
40116.2	Steering wheel angle                                   -182.0°
40123.4	Vehicle yaw rate                                       23.96°/s
40123.4	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40123.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40126.0	Steering wheel angle                                   -182.0°
40136.1	Steering wheel angle                                   -182.0°
40143.4	Vehicle yaw rate                                       24.14°/s
40143.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40143.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40146.1	Steering wheel angle                                   -182.0°
40156.1	Steering wheel angle                                   -182.0°
40163.4	Vehicle yaw rate                                       24.14°/s
40163.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40163.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40166.1	Steering wheel angle                                   -182.0°
40176.2	Steering wheel angle                                   -182.0°
40183.4	Vehicle yaw rate                                       24.14°/s
40183.4	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40183.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40186.2	Steering wheel angle                                   -180.0°
40196.0	Steering wheel angle                                   -180.0°
40203.3	Vehicle yaw rate                                       24.14°/s
40203.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40203.3	Vehicle lateral acceleration (+ means left)            3.2m/s²
40206.1	Steering wheel angle                                   -180.0°
40216.1	Steering wheel angle                                   -180.0°
40223.4	Vehicle yaw rate                                       23.96°/s
40223.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40223.4	Vehicle lateral acceleration (+ means left)            3.2m/s²
40226.1	Steering wheel angle                                   -180.0°
40236.1	Steering wheel angle                                   -180.0°
40243.9	Vehicle yaw rate                                       23.96°/s
40243.9	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40243.9	Vehicle lateral acceleration (+ means left)            3.2m/s²
40246.0	Steering wheel angle                                   -180.0°
40256.1	Steering wheel angle                                   -180.0°
40263.3	Vehicle yaw rate                                       23.96°/s
40263.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40263.3	Vehicle lateral acceleration (+ means left)            3.2m/s²
40265.4	Displayed vehicle speed                                25.7km/h
40266.2	Steering wheel angle                                   -180.0°
40276.1	Steering wheel angle                                   -180.0°
40283.3	Vehicle yaw rate                                       23.96°/s
40283.3	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40283.3	Vehicle lateral acceleration (+ means left)            3.28m/s²
40286.2	Steering wheel angle                                   -180.0°
40296.1	Steering wheel angle                                   -180.0°
40303.8	Vehicle yaw rate                                       23.79°/s
40303.8	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
40303.8	Vehicle lateral acceleration (+ means left)            3.28m/s²
40306.0	Steering wheel angle                                   -180.0°
40316.1	Steering wheel angle                                   -180.0°
40323.3	Vehicle yaw rate                                       23.96°/s
40323.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40323.3	Vehicle lateral acceleration (+ means left)            3.2m/s²
40326.0	Steering wheel angle                                   -180.0°
40336.0	Steering wheel angle                                   -180.0°
40343.5	Vehicle yaw rate                                       23.96°/s
40343.5	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40343.5	Vehicle lateral acceleration (+ means left)            3.2m/s²
40346.0	Steering wheel angle                                   -180.0°
40356.0	Steering wheel angle                                   -180.0°
40363.8	Vehicle yaw rate                                       23.96°/s
40363.8	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40363.8	Vehicle lateral acceleration (+ means left)            3.2m/s²
40365.4	Displayed vehicle speed                                25.7km/h
40366.1	Steering wheel angle                                   -180.0°
40376.1	Steering wheel angle                                   -180.0°
40383.5	Vehicle yaw rate                                       23.96°/s
40383.5	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40383.5	Vehicle lateral acceleration (+ means left)            3.2m/s²
40386.2	Steering wheel angle                                   -180.0°
40396.0	Steering wheel angle                                   -180.0°
40403.6	Vehicle yaw rate                                       23.79°/s
40403.6	Vehicle longitudinal acceleration (+ means forward)    0.56m/s²
40403.6	Vehicle lateral acceleration (+ means left)            3.04m/s²
40406.0	Steering wheel angle                                   -180.0°
40416.1	Steering wheel angle                                   -180.0°
40423.4	Vehicle yaw rate                                       23.96°/s
40423.4	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40423.4	Vehicle lateral acceleration (+ means left)            3.04m/s²
40426.0	Steering wheel angle                                   -180.0°
40436.0	Steering wheel angle                                   -180.0°
40443.8	Vehicle yaw rate                                       23.96°/s
40443.8	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40443.8	Vehicle lateral acceleration (+ means left)            3.04m/s²
40446.0	Steering wheel angle                                   -180.0°
40456.0	Steering wheel angle                                   -180.0°
40463.3	Vehicle yaw rate                                       24.14°/s
40463.3	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40463.3	Vehicle lateral acceleration (+ means left)            3.04m/s²
40465.9	Displayed vehicle speed                                25.7km/h
40466.1	Steering wheel angle                                   -180.0°
40476.1	Steering wheel angle                                   -180.0°
40483.6	Vehicle yaw rate                                       24.14°/s
40483.6	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40483.6	Vehicle lateral acceleration (+ means left)            3.2m/s²
40486.2	Steering wheel angle                                   -178.0°
40496.0	Steering wheel angle                                   -178.0°
40503.4	Vehicle yaw rate                                       24.14°/s
40503.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40503.4	Vehicle lateral acceleration (+ means left)            3.28m/s²
40506.0	Steering wheel angle                                   -178.0°
40516.1	Steering wheel angle                                   -178.0°
40523.3	Vehicle yaw rate                                       24.14°/s
40523.3	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40523.3	Vehicle lateral acceleration (+ means left)            3.28m/s²
40526.0	Steering wheel angle                                   -178.0°
40536.0	Steering wheel angle                                   -178.0°
40543.7	Vehicle yaw rate                                       24.14°/s
40543.7	Vehicle longitudinal acceleration (+ means forward)    0.48m/s²
40543.7	Vehicle lateral acceleration (+ means left)            3.36m/s²
40546.0	Steering wheel angle                                   -178.0°
40556.0	Steering wheel angle                                   -178.0°
40563.3	Vehicle yaw rate                                       23.96°/s
40563.3	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
40563.3	Vehicle lateral acceleration (+ means left)            3.36m/s²
40566.0	Steering wheel angle                                   -178.0°
40576.1	Steering wheel angle                                   -178.0°
40583.4	Vehicle yaw rate                                       23.96°/s
40583.4	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40583.4	Vehicle lateral acceleration (+ means left)            3.28m/s²
40585.5	Displayed vehicle speed                                25.9km/h
40586.2	Steering wheel angle                                   -178.0°
40596.1	Steering wheel angle                                   -176.0°
40603.7	Vehicle yaw rate                                       23.79°/s
40603.7	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
40603.7	Vehicle lateral acceleration (+ means left)            3.28m/s²
40605.9	Steering wheel angle                                   -176.0°
40616.1	Steering wheel angle                                   -176.0°
