Offset	Sensor Name                                            Value
21705.0	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
21705.0	Vehicle lateral acceleration (+ means left)            2.0m/s²
21709.6	Steering wheel angle                                   -26.0°
21719.6	Steering wheel angle                                   -26.0°
21724.8	Vehicle yaw rate                                       6.46°/s
21724.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
21724.8	Vehicle lateral acceleration (+ means left)            2.0m/s²
21729.6	Steering wheel angle                                   -26.0°
21739.8	Steering wheel angle                                   -26.0°
21745.0	Vehicle yaw rate                                       6.28°/s
21745.0	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
21745.0	Vehicle lateral acceleration (+ means left)            2.0m/s²
21746.0	Displayed vehicle speed                                72.2km/h
21749.6	Steering wheel angle                                   -26.0°
21759.5	Steering wheel angle                                   -26.0°
21765.2	Vehicle yaw rate                                       6.28°/s
21765.2	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
21765.2	Vehicle lateral acceleration (+ means left)            2.0m/s²
21769.7	Steering wheel angle                                   -26.0°
21779.6	Steering wheel angle                                   -26.0°
21785.1	Vehicle yaw rate                                       6.28°/s
21785.1	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
21785.1	Vehicle lateral acceleration (+ means left)            1.84m/s²
21789.6	Steering wheel angle                                   -26.0°
21799.6	Steering wheel angle                                   -26.0°
21805.0	Vehicle yaw rate                                       6.28°/s
21805.0	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
21805.0	Vehicle lateral acceleration (+ means left)            1.84m/s²
21809.6	Steering wheel angle                                   -26.0°
21819.6	Steering wheel angle                                   -26.0°
21825.0	Vehicle yaw rate                                       6.28°/s
21825.0	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
21825.0	Vehicle lateral acceleration (+ means left)            1.84m/s²
21829.6	Steering wheel angle                                   -26.0°
21839.8	Steering wheel angle                                   -26.0°
21845.2	Vehicle yaw rate                                       6.28°/s
21845.2	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
21845.2	Vehicle lateral acceleration (+ means left)            1.84m/s²
21846.6	Displayed vehicle speed                                72.0km/h
21849.7	Steering wheel angle                                   -26.0°
21859.6	Steering wheel angle                                   -26.0°
21865.3	Vehicle yaw rate                                       6.28°/s
21865.3	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
21865.3	Vehicle lateral acceleration (+ means left)            1.84m/s²
21869.7	Steering wheel angle                                   -26.0°
21879.6	Steering wheel angle                                   -26.0°
21885.0	Vehicle yaw rate                                       6.28°/s
21885.0	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
21885.0	Vehicle lateral acceleration (+ means left)            1.84m/s²
21889.6	Steering wheel angle                                   -26.0°
21899.6	Steering wheel angle                                   -26.0°
21904.9	Vehicle yaw rate                                       6.28°/s
21904.9	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
21904.9	Vehicle lateral acceleration (+ means left)            1.84m/s²
21909.6	Steering wheel angle                                   -26.0°
21919.6	Steering wheel angle                                   -26.0°
21925.4	Vehicle yaw rate                                       6.28°/s
21925.4	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
21925.4	Vehicle lateral acceleration (+ means left)            1.84m/s²
21929.6	Steering wheel angle                                   -26.0°
21939.6	Steering wheel angle                                   -26.0°
21945.2	Vehicle yaw rate                                       6.28°/s
21945.2	Vehicle longitudinal acceleration (+ means forward)    0.4m/s²
21945.2	Vehicle lateral acceleration (+ means left)            2.0m/s²
21946.0	Displayed vehicle speed                                72.0km/h
21949.7	Steering wheel angle                                   -26.0°
21959.5	Steering wheel angle                                   -26.0°
21965.1	Vehicle yaw rate                                       6.28°/s
21965.1	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
21965.1	Vehicle lateral acceleration (+ means left)            2.0m/s²
21969.5	Steering wheel angle                                   -26.0°
21979.6	Steering wheel angle                                   -26.0°
21985.2	Vehicle yaw rate                                       6.11°/s
21985.2	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
21985.2	Vehicle lateral acceleration (+ means left)            2.0m/s²
21989.6	Steering wheel angle                                   -26.0°
21999.5	Steering wheel angle                                   -26.0°
22000.0	GPS                                                    52.723423°, 13.227892°
22005.5	Vehicle yaw rate                                       6.28°/s
22005.5	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22005.5	Vehicle lateral acceleration (+ means left)            2.0m/s²
22009.5	Steering wheel angle                                   -26.0°
22019.5	Steering wheel angle                                   -26.0°
22025.4	Vehicle yaw rate                                       6.11°/s
22025.4	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22025.4	Vehicle lateral acceleration (+ means left)            2.0m/s²
22029.5	Steering wheel angle                                   -26.0°
22039.6	Steering wheel angle                                   -26.0°
22045.7	Vehicle yaw rate                                       5.93°/s
22045.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22045.7	Vehicle lateral acceleration (+ means left)            1.84m/s²
22047.3	Displayed vehicle speed                                72.0km/h
22049.6	Steering wheel angle                                   -26.0°
22059.6	Steering wheel angle                                   -26.0°
22065.5	Vehicle yaw rate                                       5.93°/s
22065.5	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22065.5	Vehicle lateral acceleration (+ means left)            1.84m/s²
22069.5	Steering wheel angle                                   -26.0°
22079.6	Steering wheel angle                                   -26.0°
22085.7	Vehicle yaw rate                                       5.93°/s
22085.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22085.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22089.6	Steering wheel angle                                   -26.0°
22099.5	Steering wheel angle                                   -26.0°
22105.6	Vehicle yaw rate                                       5.93°/s
22105.6	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22105.6	Vehicle lateral acceleration (+ means left)            1.76m/s²
22109.5	Steering wheel angle                                   -26.0°
22119.5	Steering wheel angle                                   -26.0°
22125.3	Vehicle yaw rate                                       5.93°/s
22125.3	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22125.3	Vehicle lateral acceleration (+ means left)            1.76m/s²
22129.5	Steering wheel angle                                   -26.0°
22139.6	Steering wheel angle                                   -26.0°
22145.8	Vehicle yaw rate                                       5.93°/s
22145.8	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22145.8	Vehicle lateral acceleration (+ means left)            1.68m/s²
22146.5	Displayed vehicle speed                                72.0km/h
22149.7	Steering wheel angle                                   -26.0°
22159.6	Steering wheel angle                                   -26.0°
22165.7	Vehicle yaw rate                                       6.11°/s
22165.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22165.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22169.5	Steering wheel angle                                   -26.0°
22179.5	Steering wheel angle                                   -26.0°
22185.6	Vehicle yaw rate                                       6.28°/s
22185.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22185.6	Vehicle lateral acceleration (+ means left)            1.84m/s²
22189.7	Steering wheel angle                                   -26.0°
22199.5	Steering wheel angle                                   -26.0°
22205.6	Vehicle yaw rate                                       6.11°/s
22205.6	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22205.6	Vehicle lateral acceleration (+ means left)            1.76m/s²
22209.5	Steering wheel angle                                   -26.0°
22219.5	Steering wheel angle                                   -26.0°
22225.5	Vehicle yaw rate                                       6.11°/s
22225.5	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22225.5	Vehicle lateral acceleration (+ means left)            1.76m/s²
22229.6	Steering wheel angle                                   -26.0°
22239.5	Steering wheel angle                                   -26.0°
22245.8	Vehicle yaw rate                                       6.11°/s
22245.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22245.8	Vehicle lateral acceleration (+ means left)            1.76m/s²
22246.2	Displayed vehicle speed                                72.0km/h
22249.6	Steering wheel angle                                   -26.0°
22259.6	Steering wheel angle                                   -26.0°
22265.7	Vehicle yaw rate                                       6.11°/s
22265.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22265.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22269.6	Steering wheel angle                                   -26.0°
22279.5	Steering wheel angle                                   -26.0°
22285.6	Vehicle yaw rate                                       6.11°/s
22285.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22285.6	Vehicle lateral acceleration (+ means left)            1.84m/s²
22289.7	Steering wheel angle                                   -26.0°
22299.5	Steering wheel angle                                   -26.0°
22305.5	Vehicle yaw rate                                       6.11°/s
22305.5	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22305.5	Vehicle lateral acceleration (+ means left)            1.84m/s²
22309.5	Steering wheel angle                                   -26.0°
22319.5	Steering wheel angle                                   -26.0°
22325.6	Vehicle yaw rate                                       6.11°/s
22325.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22325.6	Vehicle lateral acceleration (+ means left)            1.84m/s²
22329.5	Steering wheel angle                                   -26.0°
22339.6	Steering wheel angle                                   -26.0°
22345.7	Vehicle yaw rate                                       5.93°/s
22345.7	Vehicle longitudinal acceleration (+ means forward)    0.32m/s²
22345.7	Vehicle lateral acceleration (+ means left)            1.84m/s²
22349.5	Steering wheel angle                                   -26.0°
22359.6	Steering wheel angle                                   -26.0°
22365.4	Vehicle yaw rate                                       5.93°/s
22365.4	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22365.4	Vehicle lateral acceleration (+ means left)            1.84m/s²
22366.1	Displayed vehicle speed                                71.9km/h
22369.6	Steering wheel angle                                   -26.0°
22379.4	Steering wheel angle                                   -26.0°
22385.4	Vehicle yaw rate                                       5.93°/s
22385.4	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22385.4	Vehicle lateral acceleration (+ means left)            1.84m/s²
22389.6	Steering wheel angle                                   -26.0°
22399.4	Steering wheel angle                                   -26.0°
22405.9	Vehicle yaw rate                                       5.93°/s
22405.9	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22405.9	Vehicle lateral acceleration (+ means left)            1.84m/s²
22409.4	Steering wheel angle                                   -26.0°
22419.5	Steering wheel angle                                   -26.0°
22425.4	Vehicle yaw rate                                       5.93°/s
22425.4	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22425.4	Vehicle lateral acceleration (+ means left)            1.84m/s²
22429.5	Steering wheel angle                                   -26.0°
22439.6	Steering wheel angle                                   -26.0°
22445.6	Vehicle yaw rate                                       5.93°/s
22445.6	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22445.6	Vehicle lateral acceleration (+ means left)            1.84m/s²
22449.4	Steering wheel angle                                   -26.0°
22459.6	Steering wheel angle                                   -26.0°
22465.4	Vehicle yaw rate                                       5.76°/s
22465.4	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22465.4	Vehicle lateral acceleration (+ means left)            1.76m/s²
22466.3	Displayed vehicle speed                                71.9km/h
22469.6	Steering wheel angle                                   -26.0°
22479.5	Steering wheel angle                                   -24.0°
22485.7	Vehicle yaw rate                                       5.93°/s
22485.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22485.7	Vehicle lateral acceleration (+ means left)            1.84m/s²
22489.6	Steering wheel angle                                   -24.0°
22499.5	Steering wheel angle                                   -24.0°
22505.0	Vehicle yaw rate                                       5.93°/s
22505.0	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22505.0	Vehicle lateral acceleration (+ means left)            1.76m/s²
22509.4	Steering wheel angle                                   -24.0°
22519.4	Steering wheel angle                                   -24.0°
22525.0	Vehicle yaw rate                                       5.76°/s
22525.0	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22525.0	Vehicle lateral acceleration (+ means left)            1.84m/s²
22529.4	Steering wheel angle                                   -24.0°
22539.6	Steering wheel angle                                   -24.0°
22545.8	Vehicle yaw rate                                       5.76°/s
22545.8	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22545.8	Vehicle lateral acceleration (+ means left)            1.76m/s²
22549.5	Steering wheel angle                                   -24.0°
22559.4	Steering wheel angle                                   -24.0°
22565.8	Vehicle yaw rate                                       5.76°/s
22565.8	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22565.8	Vehicle lateral acceleration (+ means left)            1.84m/s²
22566.6	Displayed vehicle speed                                71.9km/h
22569.6	Steering wheel angle                                   -24.0°
22579.4	Steering wheel angle                                   -24.0°
22584.7	Vehicle yaw rate                                       5.76°/s
22584.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22584.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22589.5	Steering wheel angle                                   -24.0°
22599.5	Steering wheel angle                                   -24.0°
22604.7	Vehicle yaw rate                                       5.76°/s
22604.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22604.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22609.4	Steering wheel angle                                   -24.0°
22619.5	Steering wheel angle                                   -24.0°
22624.9	Vehicle yaw rate                                       5.76°/s
22624.9	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22624.9	Vehicle lateral acceleration (+ means left)            1.76m/s²
22629.7	Steering wheel angle                                   -24.0°
22639.4	Steering wheel angle                                   -24.0°
22645.3	Vehicle yaw rate                                       5.59°/s
22645.3	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22645.3	Vehicle lateral acceleration (+ means left)            1.76m/s²
22649.4	Steering wheel angle                                   -22.0°
22659.5	Steering wheel angle                                   -22.0°
22664.7	Vehicle yaw rate                                       5.59°/s
22664.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22664.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22666.4	Displayed vehicle speed                                72.0km/h
22669.4	Steering wheel angle                                   -22.0°
22679.7	Steering wheel angle                                   -22.0°
22684.7	Vehicle yaw rate                                       5.59°/s
22684.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22684.7	Vehicle lateral acceleration (+ means left)            1.76m/s²
22689.5	Steering wheel angle                                   -22.0°
22699.4	Steering wheel angle                                   -22.0°
22704.7	Vehicle yaw rate                                       5.41°/s
22704.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22704.7	Vehicle lateral acceleration (+ means left)            1.68m/s²
22709.5	Steering wheel angle                                   -22.0°
22719.4	Steering wheel angle                                   -22.0°
22724.8	Vehicle yaw rate                                       5.41°/s
22724.8	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22724.8	Vehicle lateral acceleration (+ means left)            1.68m/s²
22729.6	Steering wheel angle                                   -20.0°
22739.5	Steering wheel angle                                   -20.0°
22745.1	Vehicle yaw rate                                       5.06°/s
22745.1	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22745.1	Vehicle lateral acceleration (+ means left)            1.6m/s²
22749.4	Steering wheel angle                                   -20.0°
22759.4	Steering wheel angle                                   -20.0°
22764.7	Vehicle yaw rate                                       5.06°/s
22764.7	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22764.7	Vehicle lateral acceleration (+ means left)            1.6m/s²
22766.3	Displayed vehicle speed                                71.9km/h
22769.5	Steering wheel angle                                   -20.0°
22779.6	Steering wheel angle                                   -20.0°
22784.7	Vehicle yaw rate                                       5.06°/s
22784.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22784.7	Vehicle lateral acceleration (+ means left)            1.6m/s²
22789.5	Steering wheel angle                                   -20.0°
22799.4	Steering wheel angle                                   -20.0°
22805.0	Vehicle yaw rate                                       4.88°/s
22805.0	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22805.0	Vehicle lateral acceleration (+ means left)            1.44m/s²
22809.5	Steering wheel angle                                   -20.0°
22819.4	Steering wheel angle                                   -20.0°
22824.7	Vehicle yaw rate                                       4.88°/s
22824.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22824.7	Vehicle lateral acceleration (+ means left)            1.6m/s²
22829.5	Steering wheel angle                                   -20.0°
22839.6	Steering wheel angle                                   -20.0°
22844.8	Vehicle yaw rate                                       4.88°/s
22844.8	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22844.8	Vehicle lateral acceleration (+ means left)            1.6m/s²
22849.6	Steering wheel angle                                   -20.0°
22859.5	Steering wheel angle                                   -20.0°
22864.7	Vehicle yaw rate                                       4.88°/s
22864.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22864.7	Vehicle lateral acceleration (+ means left)            1.6m/s²
22866.3	Displayed vehicle speed                                72.0km/h
22869.7	Steering wheel angle                                   -20.0°
22879.5	Steering wheel angle                                   -20.0°
22885.4	Vehicle yaw rate                                       4.71°/s
22885.4	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22885.4	Vehicle lateral acceleration (+ means left)            1.6m/s²
22889.5	Steering wheel angle                                   -18.0°
22899.4	Steering wheel angle                                   -18.0°
22904.7	Vehicle yaw rate                                       4.53°/s
22904.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
22904.7	Vehicle lateral acceleration (+ means left)            1.44m/s²
22909.5	Steering wheel angle                                   -18.0°
22919.5	Steering wheel angle                                   -18.0°
22924.6	Vehicle yaw rate                                       4.53°/s
22924.6	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22924.6	Vehicle lateral acceleration (+ means left)            1.44m/s²
22929.6	Steering wheel angle                                   -18.0°
22939.6	Steering wheel angle                                   -16.0°
22945.0	Vehicle yaw rate                                       4.53°/s
22945.0	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
22945.0	Vehicle lateral acceleration (+ means left)            1.44m/s²
22949.5	Steering wheel angle                                   -16.0°
22959.5	Steering wheel angle                                   -16.0°
22964.9	Vehicle yaw rate                                       4.18°/s
22964.9	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
22964.9	Vehicle lateral acceleration (+ means left)            1.44m/s²
22966.5	Displayed vehicle speed                                72.0km/h
22969.6	Steering wheel angle                                   -16.0°
22979.4	Steering wheel angle                                   -16.0°
22985.0	Vehicle yaw rate                                       4.18°/s
22985.0	Vehicle longitudinal acceleration (+ means forward)    0.24m/s²
22985.0	Vehicle lateral acceleration (+ means left)            1.44m/s²
22989.7	Steering wheel angle                                   -16.0°
22999.4	Steering wheel angle                                   -16.0°
23000.0	GPS                                                    52.723583°, 13.227787°
23004.6	Vehicle yaw rate                                       3.83°/s
23004.6	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23004.6	Vehicle lateral acceleration (+ means left)            1.44m/s²
23009.5	Steering wheel angle                                   -14.0°
23019.5	Steering wheel angle                                   -14.0°
23024.7	Vehicle yaw rate                                       3.66°/s
23024.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23024.7	Vehicle lateral acceleration (+ means left)            1.36m/s²
23029.5	Steering wheel angle                                   -14.0°
23039.4	Steering wheel angle                                   -14.0°
23045.0	Vehicle yaw rate                                       3.48°/s
23045.0	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23045.0	Vehicle lateral acceleration (+ means left)            1.28m/s²
23049.6	Steering wheel angle                                   -12.0°
23059.6	Steering wheel angle                                   -12.0°
23064.7	Vehicle yaw rate                                       3.13°/s
23064.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23064.7	Vehicle lateral acceleration (+ means left)            1.2m/s²
23066.3	Displayed vehicle speed                                71.9km/h
23069.6	Steering wheel angle                                   -12.0°
23079.5	Steering wheel angle                                   -12.0°
23084.7	Vehicle yaw rate                                       2.96°/s
23084.7	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23084.7	Vehicle lateral acceleration (+ means left)            1.04m/s²
23089.5	Steering wheel angle                                   -12.0°
23099.7	Steering wheel angle                                   -12.0°
23104.6	Vehicle yaw rate                                       2.96°/s
23104.6	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23104.6	Vehicle lateral acceleration (+ means left)            0.88m/s²
23109.5	Steering wheel angle                                   -12.0°
23119.3	Steering wheel angle                                   -12.0°
23124.8	Vehicle yaw rate                                       2.61°/s
23124.8	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23124.8	Vehicle lateral acceleration (+ means left)            0.8m/s²
23129.6	Steering wheel angle                                   -12.0°
23139.4	Steering wheel angle                                   -12.0°
23144.8	Vehicle yaw rate                                       2.61°/s
23144.8	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23144.8	Vehicle lateral acceleration (+ means left)            0.64m/s²
23149.6	Steering wheel angle                                   -12.0°
23159.3	Steering wheel angle                                   -12.0°
23164.7	Vehicle yaw rate                                       2.43°/s
23164.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23164.7	Vehicle lateral acceleration (+ means left)            0.56m/s²
23169.6	Steering wheel angle                                   -10.0°
23179.3	Steering wheel angle                                   -10.0°
23184.6	Vehicle yaw rate                                       2.26°/s
23184.6	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23184.6	Vehicle lateral acceleration (+ means left)            0.56m/s²
23189.4	Steering wheel angle                                   -10.0°
23199.4	Steering wheel angle                                   -10.0°
23204.9	Vehicle yaw rate                                       2.26°/s
23204.9	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23204.9	Vehicle lateral acceleration (+ means left)            0.48m/s²
23209.4	Steering wheel angle                                   -10.0°
23219.4	Steering wheel angle                                   -10.0°
23224.7	Vehicle yaw rate                                       2.26°/s
23224.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23224.7	Vehicle lateral acceleration (+ means left)            0.48m/s²
23229.5	Steering wheel angle                                   -10.0°
23239.4	Steering wheel angle                                   -8.0°
23244.8	Vehicle yaw rate                                       2.08°/s
23244.8	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23244.8	Vehicle lateral acceleration (+ means left)            0.48m/s²
23249.2	Steering wheel angle                                   -8.0°
23259.2	Steering wheel angle                                   -8.0°
23264.7	Vehicle yaw rate                                       2.08°/s
23264.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23264.7	Vehicle lateral acceleration (+ means left)            0.48m/s²
23266.2	Displayed vehicle speed                                71.8km/h
23269.4	Steering wheel angle                                   -8.0°
23279.3	Steering wheel angle                                   -8.0°
23285.0	Vehicle yaw rate                                       2.08°/s
23285.0	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23285.0	Vehicle lateral acceleration (+ means left)            0.48m/s²
23289.4	Steering wheel angle                                   -8.0°
23299.3	Steering wheel angle                                   -8.0°
23304.7	Vehicle yaw rate                                       2.08°/s
23304.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23304.7	Vehicle lateral acceleration (+ means left)            0.56m/s²
23309.4	Steering wheel angle                                   -8.0°
23319.3	Steering wheel angle                                   -8.0°
23324.7	Vehicle yaw rate                                       1.91°/s
23324.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23324.7	Vehicle lateral acceleration (+ means left)            0.56m/s²
23329.3	Steering wheel angle                                   -8.0°
23339.5	Steering wheel angle                                   -8.0°
23344.8	Vehicle yaw rate                                       1.91°/s
23344.8	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23344.8	Vehicle lateral acceleration (+ means left)            0.56m/s²
23349.3	Steering wheel angle                                   -8.0°
23359.3	Steering wheel angle                                   -8.0°
23364.9	Vehicle yaw rate                                       1.73°/s
23364.9	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23364.9	Vehicle lateral acceleration (+ means left)            0.56m/s²
23366.1	Displayed vehicle speed                                71.9km/h
23369.4	Steering wheel angle                                   -8.0°
23379.3	Steering wheel angle                                   -8.0°
23384.6	Vehicle yaw rate                                       1.56°/s
23384.6	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23384.6	Vehicle lateral acceleration (+ means left)            0.48m/s²
23389.4	Steering wheel angle                                   -8.0°
23399.3	Steering wheel angle                                   -8.0°
23405.0	Vehicle yaw rate                                       1.38°/s
23405.0	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23405.0	Vehicle lateral acceleration (+ means left)            0.4m/s²
23409.4	Steering wheel angle                                   -8.0°
23419.3	Steering wheel angle                                   -6.0°
23425.1	Vehicle yaw rate                                       1.21°/s
23425.1	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23425.1	Vehicle lateral acceleration (+ means left)            0.4m/s²
23429.3	Steering wheel angle                                   -6.0°
23439.5	Steering wheel angle                                   -6.0°
23445.0	Vehicle yaw rate                                       1.21°/s
23445.0	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23445.0	Vehicle lateral acceleration (+ means left)            0.4m/s²
23449.2	Steering wheel angle                                   -6.0°
23459.3	Steering wheel angle                                   -6.0°
23464.7	Vehicle yaw rate                                       1.21°/s
23464.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23464.7	Vehicle lateral acceleration (+ means left)            0.4m/s²
23466.3	Displayed vehicle speed                                71.9km/h
23469.4	Steering wheel angle                                   -6.0°
23479.3	Steering wheel angle                                   -6.0°
23484.7	Vehicle yaw rate                                       0.86°/s
23484.7	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23484.7	Vehicle lateral acceleration (+ means left)            0.24m/s²
23489.4	Steering wheel angle                                   -4.0°
23499.3	Steering wheel angle                                   -4.0°
23504.6	Vehicle yaw rate                                       1.03°/s
23504.6	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23504.6	Vehicle lateral acceleration (+ means left)            0.24m/s²
23509.4	Steering wheel angle                                   -4.0°
23519.3	Steering wheel angle                                   -4.0°
23524.9	Vehicle yaw rate                                       0.86°/s
23524.9	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23524.9	Vehicle lateral acceleration (+ means left)            0.16m/s²
23529.3	Steering wheel angle                                   -4.0°
23539.5	Steering wheel angle                                   -4.0°
23544.8	Vehicle yaw rate                                       0.86°/s
23544.8	Vehicle longitudinal acceleration (+ means forward)    0.16m/s²
23544.8	Vehicle lateral acceleration (+ means left)            0.16m/s²
23549.3	Steering wheel angle                                   -4.0°
23559.2	Steering wheel angle                                   -4.0°
23564.7	Vehicle yaw rate                                       0.68°/s
23564.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23564.7	Vehicle lateral acceleration (+ means left)            0.08m/s²
23566.3	Displayed vehicle speed                                71.9km/h
23569.3	Steering wheel angle                                   -4.0°
23579.2	Steering wheel angle                                   -4.0°
23584.7	Vehicle yaw rate                                       0.68°/s
23584.7	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23584.7	Vehicle lateral acceleration (+ means left)            0.08m/s²
23589.3	Steering wheel angle                                   -4.0°
23599.3	Steering wheel angle                                   -4.0°
23604.8	Vehicle yaw rate                                       0.51°/s
23604.8	Vehicle longitudinal acceleration (+ means forward)    0.0m/s²
23604.8	Vehicle lateral acceleration (+ means left)            0.08m/s²
23609.4	Steering wheel angle                                   -2.0°
23619.3	Steering wheel angle                                   -2.0°
23624.7	Vehicle yaw rate                                       0.33°/s
23624.7	Vehicle longitudinal acceleration (+ means forward)    -0.08m/s²
23624.7	Vehicle lateral acceleration (+ means left)            0.08m/s²
23629.3	Steering wheel angle                                   -2.0°
23639.4	Steering wheel angle                                   -2.0°
23644.8	Vehicle yaw rate                                       0.33°/s
23644.8	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23644.8	Vehicle lateral acceleration (+ means left)            0.08m/s²
23649.3	Steering wheel angle                                   -2.0°
23659.3	Steering wheel angle                                   -2.0°
23664.6	Vehicle yaw rate                                       0.33°/s
23664.6	Vehicle longitudinal acceleration (+ means forward)    0.08m/s²
23664.6	Vehicle lateral acceleration (+ means left)            0.16m/s²
23666.5	Displayed vehicle speed                                71.8km/h
23669.3	Steering wheel angle                                   -2.0°
23679.2	Steering wheel angle                                   -2.0°
23684.8	Vehicle yaw rate                                       0.16°/s
